nome,fabricante,preco,precoParcelado,descontoPorcentagem,link,categoria,imagens,vendedor,isOpenBox,termino,disponivel
"HD Seagate 4TB BarraCuda, 3.5', SATA - ST4000DM004",Seagate,419.99,494.11,32.0,https://kabum.com.br/produto/95803/hd-seagate-4tb-barracuda-3-5-sata-st4000dm004,Hardware/Disco Rígido (HD)/Pessoal/Interno,"['https://images.kabum.com.br/produtos/fotos/95803/95803_1522867513_index_original.jpg', 'https://images.kabum.com.br/produtos/fotos/95803/95803_1522867346_original.jpg', 'https://images.kabum.com.br/produtos/fotos/95803/95803_1_1522867346_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,126.0
"SSD 500GB Crucial BX500 SATA, 3D NAND, Leitura: 540Mb/s e Gravação: 500Mb/s - CT500BX500SSD1",Crucial,209.99,247.05,27.0,https://kabum.com.br/produto/378464/ssd-500gb-crucial-bx500-sata-3d-nand-leitura-540mb-s-e-gravacao-500mb-s-ct500bx500ssd1,Hardware/SSD/SSD SATA,"['https://images.kabum.com.br/produtos/fotos/378464/ssd-crucial-bx500-sata-500gb-3d-nand-leitura-540mb-s-e-gravacao-500mb-s-ct500bx500ssd1_1667495528_original.jpg', 'https://images.kabum.com.br/produtos/fotos/378464/ssd-crucial-bx500-sata-500gb-3d-nand-leitura-540mb-s-e-gravacao-500mb-s-ct500bx500ssd1_1667495527_original.jpg', 'https://images.kabum.com.br/produtos/fotos/378464/ssd-crucial-bx500-sata-500gb-3d-nand-leitura-540mb-s-e-gravacao-500mb-s-ct500bx500ssd1_1681238911_original.jpg', 'https://images.kabum.com.br/produtos/fotos/378464/ssd-crucial-bx500-sata-500gb-3d-nand-leitura-540mb-s-e-gravacao-500mb-s-ct500bx500ssd1_1681238912_original.jpg', 'https://images.kabum.com.br/produtos/fotos/378464/ssd-crucial-bx500-sata-500gb-3d-nand-leitura-540mb-s-e-gravacao-500mb-s-ct500bx500ssd1_1681238913_original.jpg']",KaBuM!,True,2023-06-01 08:00:00,187.0
"SSD Adata Legend 710, 512GB, M.2 2280 PCIe GEN3x4, NVMe 1.4, Leitura: 2.400 MB/s e Gravação: 1.800 MB/s, Azul - ALEG-710-512GCS",Adata,164.99,194.11,28.0,https://kabum.com.br/produto/415885/ssd-adata-legend-710-512gb-m-2-2280-pcie-gen3x4-nvme-1-4-leitura-2-400-mb-s-e-gravacao-1-800-mb-s-azul-aleg-710-512gcs,Hardware/SSD/SSD PCIe NVMe,"['https://images.kabum.com.br/produtos/fotos/415885/ssd-adata-legend-710-512gb-m-2-2280-pcie-gen3x4-nvme-1-4-leitura-2-400-mb-s-e-gravacao-1-800-mb-s-azul-aleg-710-512gcs_1675085973_original.jpg', 'https://images.kabum.com.br/produtos/fotos/415885/ssd-adata-legend-710-512gb-m-2-2280-pcie-gen3x4-nvme-1-4-leitura-2-400-mb-s-e-gravacao-1-800-mb-s-azul-aleg-710-512gcs_1675085974_original.jpg', 'https://images.kabum.com.br/produtos/fotos/415885/ssd-adata-legend-710-512gb-m-2-2280-pcie-gen3x4-nvme-1-4-leitura-2-400-mb-s-e-gravacao-1-800-mb-s-azul-aleg-710-512gcs_1675085975_original.jpg', 'https://images.kabum.com.br/produtos/fotos/415885/ssd-adata-legend-710-512gb-m-2-2280-pcie-gen3x4-nvme-1-4-leitura-2-400-mb-s-e-gravacao-1-800-mb-s-azul-aleg-710-512gcs_1675085977_original.jpg', 'https://images.kabum.com.br/produtos/fotos/415885/ssd-adata-legend-710-512gb-m-2-2280-pcie-gen3x4-nvme-1-4-leitura-2-400-mb-s-e-gravacao-1-800-mb-s-azul-aleg-710-512gcs_1675085976_original.jpg', 'https://images.kabum.com.br/produtos/fotos/415885/ssd-adata-legend-710-512gb-m-2-2280-pcie-gen3x4-nvme-1-4-leitura-2-400-mb-s-e-gravacao-1-800-mb-s-azul-aleg-710-512gcs_1675085978_original.jpg', 'https://images.kabum.com.br/produtos/fotos/415885/ssd-adata-legend-710-512gb-m-2-2280-pcie-gen3x4-nvme-1-4-leitura-2-400-mb-s-e-gravacao-1-800-mb-s-azul-aleg-710-512gcs_1675085979_original.jpg', 'https://images.kabum.com.br/produtos/fotos/415885/ssd-adata-legend-710-512gb-m-2-2280-pcie-gen3x4-nvme-1-4-leitura-2-400-mb-s-e-gravacao-1-800-mb-s-azul-aleg-710-512gcs_1675085980_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,143.0
"Processador AMD Ryzen 7 5700X, 3.4GHz (4.6GHz Max Turbo), Cache 36MB, AM4, Sem Vídeo - 100-100000926WOF",AMD,1389.99,1544.43,22.0,https://kabum.com.br/produto/320797/processador-amd-ryzen-7-5700x-3-4ghz-4-6ghz-max-turbo-cache-36mb-am4-sem-video-100-100000926wof,Hardware/Processadores/Processador AMD,"['https://images.kabum.com.br/produtos/fotos/320797/processador-amd-ryzen-7-5700x-cache-36mb-3-8ghz-4-6ghz-max-turbo-am4-100-100000926wof_1647636511_original.jpg', 'https://images.kabum.com.br/produtos/fotos/320797/processador-amd-ryzen-7-5700x-cache-36mb-3-8ghz-4-6ghz-max-turbo-am4-100-100000926wof_1647636512_original.jpg', 'https://images.kabum.com.br/produtos/fotos/320797/processador-amd-ryzen-7-5700x-3-4ghz-4-6ghz-max-turbo-cache-36mb-am4-sem-video-100-100000926wof_1676293015_original.jpg', 'https://images.kabum.com.br/produtos/fotos/320797/processador-amd-ryzen-7-5700x-3-4ghz-4-6ghz-max-turbo-cache-36mb-am4-sem-video-100-100000926wof_1676293014_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,46.0
"SSD 1 TB Husky Gaming, SATA III, Leitura: 550MB/s e Gravação: 500MB/s, Preto - HGML023",Husky Gaming,284.99,335.28,28.0,https://kabum.com.br/produto/391852/ssd-1-tb-husky-gaming-sata-iii-leitura-550mb-s-e-gravacao-500mb-s-preto-hgml023,Hardware/SSD/SSD SATA,"['https://images.kabum.com.br/produtos/fotos/391852/ssd-husky-gaming-1tb-sata-iii-leitura-550mb-s-e-gravacao-500mb-s-preto-hgml023_1672251546_original.jpg', 'https://images.kabum.com.br/produtos/fotos/391852/ssd-husky-gaming-1tb-sata-iii-leitura-550mb-s-e-gravacao-500mb-s-preto-hgml023_1672251544_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,164.0
"Placa Mãe MSI B560M PRO-E, Intel LGA 1200, mATX, DDR4",MSI,499.99,588.22,16.0,https://kabum.com.br/produto/280944/placa-mae-msi-b560m-pro-e-intel-lga-1200-matx-ddr4,Hardware/Placas-mãe/Placa-Mãe Intel,"['https://images.kabum.com.br/produtos/fotos/280944/placa-mae-msi-b560m-pro-e-lga-1200-matx-ddr4_1646832447_original.jpg', 'https://images.kabum.com.br/produtos/fotos/280944/placa-mae-msi-b560m-pro-e-lga-1200-matx-ddr4_1646832443_original.jpg', 'https://images.kabum.com.br/produtos/fotos/280944/placa-mae-msi-b560m-pro-e-lga-1200-matx-ddr4_1646832444_original.jpg', 'https://images.kabum.com.br/produtos/fotos/280944/placa-mae-msi-b560m-pro-e-lga-1200-matx-ddr4_1646832445_original.jpg', 'https://images.kabum.com.br/produtos/fotos/280944/placa-mae-msi-b560m-pro-e-lga-1200-matx-ddr4_1646832446_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,362.0
"Memória Crucial Basics, 8GB, 2666MHz, DDR4, CL19, para Notebook - CB8GS2666",Crucial,119.99,141.16,29.0,https://kabum.com.br/produto/129201/memoria-crucial-basics-8gb-2666mhz-ddr4-cl19-para-notebook-cb8gs2666,Hardware/Memória RAM/DDR 4,['https://images.kabum.com.br/produtos/fotos/129201/memoria-crucial-8gb-cl19-2666mhz-ddr4-sodimm-cb8gs2666_1601998995_original.jpg'],KaBuM!,False,2023-06-02 08:00:00,120.0
"Memória Corsair Vengeance RGB Pro, 8GB, 3200MHz, DDR4, CL16, Preta - CMW8GX4M1E3200C16",Corsair,189.99,223.52,13.0,https://kabum.com.br/produto/229177/memoria-corsair-vengeance-rgb-pro-8gb-3200mhz-ddr4-cl16-preta-cmw8gx4m1e3200c16,Hardware/Memória RAM/DDR 4,"['https://images.kabum.com.br/produtos/fotos/229177/memoria-corsair-vengeance-rgb-8gb-3200mhz-ddr4-cl16-preta-cmk8gx4m1e3200c16_1631636196_original.jpg', 'https://images.kabum.com.br/produtos/fotos/229177/memoria-corsair-vengeance-rgb-8gb-3200mhz-ddr4-cl16-preta-cmk8gx4m1e3200c16_1631636197_original.jpg', 'https://images.kabum.com.br/produtos/fotos/229177/memoria-corsair-vengeance-rgb-8gb-3200mhz-ddr4-cl16-preta-cmk8gx4m1e3200c16_1631636199_original.jpg', 'https://images.kabum.com.br/produtos/fotos/229177/memoria-corsair-vengeance-rgb-8gb-3200mhz-ddr4-cl16-preta-cmk8gx4m1e3200c16_1631636201_original.jpg', 'https://images.kabum.com.br/produtos/fotos/229177/memoria-corsair-vengeance-rgb-8gb-3200mhz-ddr4-cl16-preta-cmk8gx4m1e3200c16_1631636198_original.jpg', 'https://images.kabum.com.br/produtos/fotos/229177/memoria-corsair-vengeance-rgb-8gb-3200mhz-ddr4-cl16-preta-cmk8gx4m1e3200c16_1631636200_original.jpg']",KaBuM!,True,2023-06-01 08:00:00,22.0
"Memória Husky Technologies, 8GB, 3200MHz, DDR4, CL19, para Notebook - HTCQ002",Husky Technologies,109.99,129.4,26.0,https://kabum.com.br/produto/161548/memoria-husky-technologies-8gb-3200mhz-ddr4-cl19-para-notebook-htcq002,Hardware/Memória RAM/DDR 4,"['https://images.kabum.com.br/produtos/fotos/161548/memoria-husky-technologies-8gb-3200mhz-ddr4-cl19-para-notebook-htcq002_1630345929_original.jpg', 'https://images.kabum.com.br/produtos/fotos/161548/memoria-husky-technologies-8gb-3200mhz-ddr4-cl19-para-notebook-htcq002_1630345930_original.jpg', 'https://images.kabum.com.br/produtos/fotos/161548/memoria-husky-technologies-8gb-3200mhz-ddr4-cl19-para-notebook-htcq002_1630345932_original.jpg', 'https://images.kabum.com.br/produtos/fotos/161548/memoria-husky-technologies-8gb-3200mhz-ddr4-cl19-para-notebook-htcq002_1630345928_original.jpg', 'https://images.kabum.com.br/produtos/fotos/161548/memoria-husky-technologies-8gb-3200mhz-ddr4-cl19-para-notebook-htcq002_1630345931_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,32.0
"SSD 240GB Crucial BX500, SATA, Leitura: 540MB/s e Gravação: 500MB/s - CT240BX500SSD1",Crucial,139.99,159.08,15.0,https://kabum.com.br/produto/98544/ssd-240gb-crucial-bx500-sata-leitura-540mb-s-e-gravacao-500mb-s-ct240bx500ssd1,Hardware/SSD/SSD SATA,"['https://images.kabum.com.br/produtos/fotos/98544/98544_1537969934_index_original.jpg', 'https://images.kabum.com.br/produtos/fotos/98544/ssd-crucial-bx500-240gb-sata-leitura-540mb-s-gravacao-500mb-s-ct240bx500ssd1_1649871999_original.jpg', 'https://images.kabum.com.br/produtos/fotos/98544/ssd-crucial-bx500-240gb-sata-leitura-540mb-s-gravacao-500mb-s-ct240bx500ssd1_1649871998_original.jpg', 'https://images.kabum.com.br/produtos/fotos/98544/ssd-crucial-bx500-240gb-sata-leitura-540mb-s-gravacao-500mb-s-ct240bx500ssd1_1649872000_original.jpg']",KaBuM!,True,2023-06-01 08:00:00,188.0
"SSD 1TB Kingston KC3000, M.2 2280 PCIe, NVMe, Leitura: 7000MB/s e Gravação: 6000MB/s - SKC3000S/1024G",Kingston,619.99,704.53,18.0,https://kabum.com.br/produto/272331/ssd-1tb-kingston-kc3000-m-2-2280-pcie-nvme-leitura-7000mb-s-e-gravacao-6000mb-s-skc3000s-1024g,Hardware/SSD/SSD PCIe NVMe,"['https://images.kabum.com.br/produtos/fotos/272331/ssd-kingston-kc3000-1024gb-m-2-2280-pcie-nvme-leituras-7-000mb-s-gravacao-6-000mb-s-skc3000s-1024g_1637324305_original.jpg', 'https://images.kabum.com.br/produtos/fotos/272331/ssd-kingston-kc3000-1024gb-m-2-2280-pcie-nvme-leituras-7-000mb-s-gravacao-6-000mb-s-skc3000s-1024g_1637324306_original.jpg', 'https://images.kabum.com.br/produtos/fotos/272331/ssd-1-tb-kingston-kc3000-m-2-2280-pcie-nvme-leitura-7000mb-s-e-gravacao-6000mb-s-skc3000s-1024g_1673524822_original.jpg', 'https://images.kabum.com.br/produtos/fotos/272331/ssd-1-tb-kingston-kc3000-m-2-2280-pcie-nvme-leitura-7000mb-s-e-gravacao-6000mb-s-skc3000s-1024g_1673524823_original.jpg']",KaBuM!,True,2023-06-01 08:00:00,85.0
"Processador AMD Ryzen 5 5600, 3.5GHz (4.4GHz Max Turbo), Cache 35MB, AM4, Sem Vídeo - 100-100000927BOX",AMD,899.99,999.99,38.0,https://kabum.com.br/produto/320798/processador-amd-ryzen-5-5600-3-5ghz-4-4ghz-max-turbo-cache-35mb-am4-sem-video-100-100000927box,Hardware/Processadores/Processador AMD,"['https://images.kabum.com.br/produtos/fotos/320798/processador-amd-ryzen-5-5600-cache-35mb-3-7ghz-4-4ghz-max-turbo-am4-100-100000927box_1647636743_original.jpg', 'https://images.kabum.com.br/produtos/fotos/320798/processador-amd-ryzen-5-5600-cache-35mb-3-7ghz-4-4ghz-max-turbo-am4-100-100000927box_1647636744_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,323.0
"SSD 240 GB WD Green, SATA, Leitura: 545MB/s e Gravação: 430MB/s - WDS240G3G0A",WD,129.99,152.93,13.0,https://kabum.com.br/produto/338391/ssd-240-gb-wd-green-sata-leitura-545mb-s-e-gravacao-430mb-s-wds240g3g0a,Hardware/SSD/SSD SATA,"['https://images.kabum.com.br/produtos/fotos/338391/ssd-wd-green-240gb-sata-leitura-545mb-s-gravacao-430mb-s-wds240g3g0a_1652465445_original.jpg', 'https://images.kabum.com.br/produtos/fotos/338391/ssd-wd-green-240gb-sata-leitura-545mb-s-gravacao-430mb-s-wds240g3g0a_1652465446_original.jpg', 'https://images.kabum.com.br/produtos/fotos/338391/ssd-wd-green-240gb-sata-leitura-545mb-s-gravacao-430mb-s-wds240g3g0a_1652465447_original.jpg', 'https://images.kabum.com.br/produtos/fotos/338391/ssd-wd-green-240gb-sata-leitura-545mb-s-gravacao-430mb-s-wds240g3g0a_1652465448_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,28.0
"Fonte MSI MAG A500DN, ATX, 500W, 80 PLUS, PFC Ativo, Entrada Bivolt, Preto - 306-7ZP6A22-809",MSI,299.99,352.93,18.0,https://kabum.com.br/produto/369656/fonte-msi-mag-a500dn-atx-500w-80-plus-pfc-ativo-entrada-bivolt-preto-306-7zp6a22-809,Hardware/Fontes/Fonte 500W,"['https://images.kabum.com.br/produtos/fotos/369656/fonte-msi-mag-a500dn-atx-500w-80-plus-pfc-ativo-entrada-bivolt-preto-306-7zp6a22-809_1667480761_original.jpg', 'https://images.kabum.com.br/produtos/fotos/369656/fonte-msi-mag-a500dn-atx-500w-80-plus-pfc-ativo-entrada-bivolt-preto-306-7zp6a22-809_1667590981_original.jpg', 'https://images.kabum.com.br/produtos/fotos/369656/fonte-msi-mag-a500dn-atx-500w-80-plus-pfc-ativo-entrada-bivolt-preto-306-7zp6a22-809_1667480760_original.jpg', 'https://images.kabum.com.br/produtos/fotos/369656/fonte-msi-mag-a500dn-atx-500w-80-plus-pfc-ativo-entrada-bivolt-preto-306-7zp6a22-809_1667480762_original.jpg', 'https://images.kabum.com.br/produtos/fotos/369656/fonte-msi-mag-a500dn-atx-500w-80-plus-pfc-ativo-entrada-bivolt-preto-306-7zp6a22-809_1667480763_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,47.0
"SSD 240GB PNY CS900, SATA, Leitura: 535MB/s e Gravação: 500MB/s - SSD7CS900-240-RB",Pny,119.99,141.16,14.0,https://kabum.com.br/produto/115051/ssd-240gb-pny-cs900-sata-leitura-535mb-s-e-gravacao-500mb-s-ssd7cs900-240-rb,Hardware/SSD/SSD SATA,"['https://images.kabum.com.br/produtos/fotos/115051/ssd-pny-cs900-240gb-sata-leitura-535mb-s-e-gravacoes-500mb-s-ssd7cs900-240-pb_1594230491_original.jpg', 'https://images.kabum.com.br/produtos/fotos/115051/ssd-pny-cs900-240gb-sata-leitura-535mb-s-e-gravacoes-500mb-s-ssd7cs900-240-pb_1594230492_original.jpg', 'https://images.kabum.com.br/produtos/fotos/115051/ssd-pny-cs900-240gb-sata-leitura-535mb-s-e-gravacoes-500mb-s-ssd7cs900-240-pb_1594230493_original.jpg', 'https://images.kabum.com.br/produtos/fotos/115051/ssd-pny-cs900-240gb-sata-leitura-535mb-s-e-gravacoes-500mb-s-ssd7cs900-240-pb_1594230490_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,165.0
"SSD 1TB Kingston Nv2, M.2 2280 PCIe, NVMe, Leitura 3500MB/s, Gravação 2100MB/s - Snv2s/1000g",Kingston,288.0,320.0,17.0,https://kabum.com.br/produto/400812/ssd-1tb-kingston-nv2-m-2-2280-pcie-nvme-leitura-3500mb-s-gravacao-2100mb-s-snv2s-1000g,Hardware/SSD/SSD PCIe NVMe,"['https://images.kabum.com.br/produtos/fotos/sync_mirakl/400812/SSD-1TB-Kingston-Nv2-M-2-2280-PCIe-NVMe-Leitura-3500MB-s-Grava-o-2100MB-s-Snv2s-1000g_1685036892_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/400812/SSD-1TB-Kingston-Nv2-M-2-2280-PCIe-NVMe-Leitura-3500MB-s-Grava-o-2100MB-s-Snv2s-1000g_1685036904_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/400812/SSD-1TB-Kingston-Nv2-M-2-2280-PCIe-NVMe-Leitura-3500MB-s-Grava-o-2100MB-s-Snv2s-1000g_1685036915_gg.jpg', 'https://images.kabum.com.br/produtos/fotos/sync_mirakl/400812/SSD-1TB-Kingston-Nv2-M-2-2280-PCIe-NVMe-Leitura-3500MB-s-Grava-o-2100MB-s-Snv2s-1000g_1685036926_gg.jpg']",Só Memórias,False,2023-06-01 08:00:00,18.0
"Placa de Vídeo RTX 3060 Ti 1-Click OC Galax NVIDIA GeForce, 8GB, GDDR6, LHR, DLSS, Ray Tracing, Preto - 36ISL6MD1VQW",Galax,2424.99,2694.43,14.0,https://kabum.com.br/produto/191789/placa-de-video-rtx-3060-ti-1-click-oc-galax-nvidia-geforce-8gb-gddr6-lhr-dlss-ray-tracing-preto-36isl6md1vqw,Hardware/Placa de vídeo (VGA)/Placa de vídeo Nvidia,"['https://images.kabum.com.br/produtos/fotos/191789/placa-de-video-galax-nvidia-geforce-rtx-3060-ti-1-click-oc-14-gbps-8gb-gddr6-lhr-dlss-ray-tracing-preto-36isl6md1vqw_1629400274_original.jpg', 'https://images.kabum.com.br/produtos/fotos/191789/placa-de-video-galax-nvidia-geforce-rtx-3060-ti-1-click-oc-14-gbps-8gb-gddr6-lhr-dlss-ray-tracing-preto-36isl6md1vqw_1629400275_original.jpg', 'https://images.kabum.com.br/produtos/fotos/191789/placa-de-video-galax-nvidia-geforce-rtx-3060-ti-1-click-oc-14-gbps-8gb-gddr6-lhr-dlss-ray-tracing-preto-36isl6md1vqw_1629400276_original.jpg', 'https://images.kabum.com.br/produtos/fotos/191789/placa-de-video-galax-nvidia-geforce-rtx-3060-ti-1-click-oc-14-gbps-8gb-gddr6-lhr-dlss-ray-tracing-preto-36isl6md1vqw_1629400277_original.jpg', 'https://images.kabum.com.br/produtos/fotos/191789/placa-de-video-galax-nvidia-geforce-rtx-3060-ti-1-click-oc-14-gbps-8gb-gddr6-lhr-dlss-ray-tracing-preto-36isl6md1vqw_1629400278_original.jpg', 'https://images.kabum.com.br/produtos/fotos/191789/placa-de-video-galax-nvidia-geforce-rtx-3060-ti-1-click-oc-14-gbps-8gb-gddr6-lhr-dlss-ray-tracing-preto-36isl6md1vqw_1629400279_original.jpg', 'https://images.kabum.com.br/produtos/fotos/191789/placa-de-video-galax-nvidia-geforce-rtx-3060-ti-1-click-oc-14-gbps-8gb-gddr6-lhr-dlss-ray-tracing-preto-36isl6md1vqw_1629400280_original.jpg', 'https://images.kabum.com.br/produtos/fotos/191789/placa-de-video-galax-nvidia-geforce-rtx-3060-ti-1-click-oc-14-gbps-8gb-gddr6-lhr-dlss-ray-tracing-preto-36isl6md1vqw_1629400281_original.jpg', 'https://images.kabum.com.br/produtos/fotos/191789/placa-de-video-galax-nvidia-geforce-rtx-3060-ti-1-click-oc-14-gbps-8gb-gddr6-lhr-dlss-ray-tracing-preto-36isl6md1vqw_1629400282_original.jpg', 'https://images.kabum.com.br/produtos/fotos/191789/placa-de-video-galax-nvidia-geforce-rtx-3060-ti-1-click-oc-14-gbps-8gb-gddr6-lhr-dlss-ray-tracing-preto-36isl6md1vqw_1629400283_original.jpg', 'https://images.kabum.com.br/produtos/fotos/191789/placa-de-video-galax-nvidia-geforce-rtx-3060-ti-1-click-oc-14-gbps-8gb-gddr6-lhr-dlss-ray-tracing-preto-36isl6md1vqw_1629400284_original.jpg', 'https://images.kabum.com.br/produtos/fotos/191789/placa-de-video-galax-nvidia-geforce-rtx-3060-ti-1-click-oc-14-gbps-8gb-gddr6-lhr-dlss-ray-tracing-preto-36isl6md1vqw_1629400285_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,453.0
"Memória Gamer Husky Gaming, 16GB, 2666MHz, DDR4, CL19, Preto - HGMF002",Husky Gaming,199.99,235.28,23.0,https://kabum.com.br/produto/114223/memoria-gamer-husky-gaming-16gb-2666mhz-ddr4-cl19-preto-hgmf002,Hardware/Memória RAM/DDR 4,"['https://images.kabum.com.br/produtos/fotos/114223/memoria-husky-16gb-2666mhz-ddr4-cl19-preto-hmr-d41626_1597862585_original.jpg', 'https://images.kabum.com.br/produtos/fotos/114223/memoria-ram-husky-ddr4-2666mhz-16gb-hmr-d41626_1597690174_original.jpg', 'https://images.kabum.com.br/produtos/fotos/114223/memoria-ram-husky-ddr4-2666mhz-16gb-hmr-d41626_1597690176_original.jpg', 'https://images.kabum.com.br/produtos/fotos/114223/memoria-ram-husky-ddr4-2666mhz-16gb-hmr-d41626_1597690175_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,272.0
"Placa de Vídeo RTX 3060 Twin Edge OC Zotac Gaming GeForce, 12GB GDDR6, 15 Gbps, Ray Tracing - ZT-A30600H-10M",Zotac,2249.99,2499.99,6.0,https://kabum.com.br/produto/148655/placa-de-video-rtx-3060-twin-edge-oc-zotac-gaming-geforce-12gb-gddr6-15-gbps-ray-tracing-zt-a30600h-10m,Hardware/Placa de vídeo (VGA)/Placa de vídeo Nvidia,"['https://images.kabum.com.br/produtos/fotos/148655/placa-de-video-zotac-gaming-geforce-rtx-3060-twin-edge-oc-15-gbps-12gb-gddr6-ray-tracing-zt-a30600h-10m_1613993479_original.jpg', 'https://images.kabum.com.br/produtos/fotos/148655/placa-de-video-zotac-gaming-geforce-rtx-3060-twin-edge-oc-15-gbps-12gb-gddr6-ray-tracing-zt-a30600h-10m_1613993478_original.jpg', 'https://images.kabum.com.br/produtos/fotos/148655/placa-de-video-zotac-gaming-geforce-rtx-3060-twin-edge-oc-15-gbps-12gb-gddr6-ray-tracing-zt-a30600h-10m_1613993475_original.jpg', 'https://images.kabum.com.br/produtos/fotos/148655/placa-de-video-zotac-gaming-geforce-rtx-3060-twin-edge-oc-15-gbps-12gb-gddr6-ray-tracing-zt-a30600h-10m_1613993474_original.jpg', 'https://images.kabum.com.br/produtos/fotos/148655/placa-de-video-zotac-gaming-geforce-rtx-3060-twin-edge-oc-15-gbps-12gb-gddr6-ray-tracing-zt-a30600h-10m_1613993476_original.jpg', 'https://images.kabum.com.br/produtos/fotos/148655/placa-de-video-zotac-gaming-geforce-rtx-3060-twin-edge-oc-15-gbps-12gb-gddr6-ray-tracing-zt-a30600h-10m_1613993477_original.jpg']",KaBuM!,False,2023-06-01 07:00:00,83.0
"Placa Mãe Gigabyte B450M Gaming, AMD AM4, mATX, DDR4, (rev. 1.0)",Gigabyte,628.99,739.99,7.0,https://kabum.com.br/produto/99761/placa-mae-gigabyte-b450m-gaming-amd-am4-matx-ddr4-rev-1-0-,Hardware/Placas-mãe/Placa-Mãe AMD,"['https://images.kabum.com.br/produtos/fotos/99761/placa-mae-gigabyte-b450m-gaming-amd-am4-matx-ddr4-rev-1-0-__1547234550_original.jpg', 'https://images.kabum.com.br/produtos/fotos/99761/placa-mae-gigabyte-b450m-gaming-amd-am4-matx-ddr4-rev-1-0-__1547234553_original.jpg', 'https://images.kabum.com.br/produtos/fotos/99761/placa-mae-gigabyte-b450m-gaming-amd-am4-matx-ddr4-rev-1-0-__1547234548_original.jpg', 'https://images.kabum.com.br/produtos/fotos/99761/placa-mae-gigabyte-b450m-gaming-amd-am4-matx-ddr4-rev-1-0-_1547234547_original.jpg']",KaBuM!,False,2023-06-01 08:00:00,449.0
"Processador AMD Ryzen 7 5800X, 3.8GHz (4.7GHz Max Turbo), Cache 36MB, Octa Core, 16 Threads, AM4 - 100-100000063WOF",AMD,1449.99,1611.1,56.0,https://kabum.com.br/produto/129459/processador-amd-ryzen-7-5800x-3-8ghz-4-7ghz-max-turbo-cache-36mb-octa-core-16-threads-am4-100-100000063wof,Hardware/Processadores/Processador AMD/Ryzen,"['https://images.kabum.com.br/produtos/fotos/129459/processador-amd-ryzen-9-5900x-cache-70mb-3-7ghz-4-8ghz-max-turbo-am4-100-100000063wof_1602600708_original.jpg', 'https://images.kabum.com.br/produtos/fotos/129459/processador-amd-ryzen-7-5800x-cache-36mb-3-8ghz-4-7ghz-max-turbo-am4-100-100000063wof_1629137112_original.jpg', 'https://images.kabum.com.br/produtos/fotos/129459/processador-amd-ryzen-9-5900x-cache-70mb-3-7ghz-4-8ghz-max-turbo-am4-100-100000063wof_1602600707_original.jpg', 'https://images.kabum.com.br/produtos/fotos/129459/processador-amd-ryzen-7-5800x-cache-36mb-3-8ghz-4-7ghz-max-turbo-am4-100-100000063wof_1629137131_original.jpg']",KaBuM!,False,2023-06-02 08:00:00,236.0
